System ID,Deutsch,English,le français,日本語,русский язык,中文
31001571,J161037,J161037,J161037,J161037,J161037,J161037
31001572,J130828,J130828,J130828,J130828,J130828,J130828
31001573,J122934,J122934,J122934,J122934,J122934,J122934
31001574,J163435,J163435,J163435,J163435,J163435,J163435
31001575,J221855,J221855,J221855,J221855,J221855,J221855
31001576,J124109,J124109,J124109,J124109,J124109,J124109
31001577,J123458,J123458,J123458,J123458,J123458,J123458
31001578,J134527,J134527,J134527,J134527,J134527,J134527
31001579,J133157,J133157,J133157,J133157,J133157,J133157
31001580,J141342,J141342,J141342,J141342,J141342,J141342
31001581,J145757,J145757,J145757,J145757,J145757,J145757
31001582,J130343,J130343,J130343,J130343,J130343,J130343
31001583,J152628,J152628,J152628,J152628,J152628,J152628
31001584,J112928,J112928,J112928,J112928,J112928,J112928
31001585,J133358,J133358,J133358,J133358,J133358,J133358
31001586,J102844,J102844,J102844,J102844,J102844,J102844
31001587,J134732,J134732,J134732,J134732,J134732,J134732
31001588,J213615,J213615,J213615,J213615,J213615,J213615
31001589,J131037,J131037,J131037,J131037,J131037,J131037
31001590,J154724,J154724,J154724,J154724,J154724,J154724
31001591,J213139,J213139,J213139,J213139,J213139,J213139
31001592,J103104,J103104,J103104,J103104,J103104,J103104
31001593,J121116,J121116,J121116,J121116,J121116,J121116
31001594,J142822,J142822,J142822,J142822,J142822,J142822
31001595,J102521,J102521,J102521,J102521,J102521,J102521
31001596,J215935,J215935,J215935,J215935,J215935,J215935
31001597,J162303,J162303,J162303,J162303,J162303,J162303
31001598,J102409,J102409,J102409,J102409,J102409,J102409
31001599,J104714,J104714,J104714,J104714,J104714,J104714
31001600,J171225,J171225,J171225,J171225,J171225,J171225
31001601,J124306,J124306,J124306,J124306,J124306,J124306
31001602,J135908,J135908,J135908,J135908,J135908,J135908
31001603,J124930,J124930,J124930,J124930,J124930,J124930
31001604,J162632,J162632,J162632,J162632,J162632,J162632
31001605,J155313,J155313,J155313,J155313,J155313,J155313
31001606,J211328,J211328,J211328,J211328,J211328,J211328
31001607,J204506,J204506,J204506,J204506,J204506,J204506
31001608,J133957,J133957,J133957,J133957,J133957,J133957
31001609,J115304,J115304,J115304,J115304,J115304,J115304
31001610,J112150,J112150,J112150,J112150,J112150,J112150
31001611,J131252,J131252,J131252,J131252,J131252,J131252
31001612,J133936,J133936,J133936,J133936,J133936,J133936
31001613,J143140,J143140,J143140,J143140,J143140,J143140
31001614,J154833,J154833,J154833,J154833,J154833,J154833
31001615,J101331,J101331,J101331,J101331,J101331,J101331
31001616,J151359,J151359,J151359,J151359,J151359,J151359
31001617,J150951,J150951,J150951,J150951,J150951,J150951
31001618,J140215,J140215,J140215,J140215,J140215,J140215
31001619,J152421,J152421,J152421,J152421,J152421,J152421
31001620,J130554,J130554,J130554,J130554,J130554,J130554
31001621,J101604,J101604,J101604,J101604,J101604,J101604
31001622,J150320,J150320,J150320,J150320,J150320,J150320
31001623,J134414,J134414,J134414,J134414,J134414,J134414
31001624,J131113,J131113,J131113,J131113,J131113,J131113
31001625,J124933,J124933,J124933,J124933,J124933,J124933
31001626,J150044,J150044,J150044,J150044,J150044,J150044
31001627,J155200,J155200,J155200,J155200,J155200,J155200
31001628,J145944,J145944,J145944,J145944,J145944,J145944
31001629,J145535,J145535,J145535,J145535,J145535,J145535
31001630,J141021,J141021,J141021,J141021,J141021,J141021
31001631,J223312,J223312,J223312,J223312,J223312,J223312
31001632,J212028,J212028,J212028,J212028,J212028,J212028
31001633,J164835,J164835,J164835,J164835,J164835,J164835
31001634,J115528,J115528,J115528,J115528,J115528,J115528
31001635,J143922,J143922,J143922,J143922,J143922,J143922
31001636,J225234,J225234,J225234,J225234,J225234,J225234
31001637,J165645,J165645,J165645,J165645,J165645,J165645
31001638,J100142,J100142,J100142,J100142,J100142,J100142
31001639,J101129,J101129,J101129,J101129,J101129,J101129
31001640,J141220,J141220,J141220,J141220,J141220,J141220
31001641,J112450,J112450,J112450,J112450,J112450,J112450
31001642,J121558,J121558,J121558,J121558,J121558,J121558
31001643,J104404,J104404,J104404,J104404,J104404,J104404
31001644,J152633,J152633,J152633,J152633,J152633,J152633
31001645,J104624,J104624,J104624,J104624,J104624,J104624
31001646,J113227,J113227,J113227,J113227,J113227,J113227
31001647,J211817,J211817,J211817,J211817,J211817,J211817
31001648,J144329,J144329,J144329,J144329,J144329,J144329
31001649,J154102,J154102,J154102,J154102,J154102,J154102
31001650,J162231,J162231,J162231,J162231,J162231,J162231
31001651,J151303,J151303,J151303,J151303,J151303,J151303
31001652,J145848,J145848,J145848,J145848,J145848,J145848
31001653,J152720,J152720,J152720,J152720,J152720,J152720
31001654,J123753,J123753,J123753,J123753,J123753,J123753
31001655,J101042,J101042,J101042,J101042,J101042,J101042
31001656,J223824,J223824,J223824,J223824,J223824,J223824
31001657,J125929,J125929,J125929,J125929,J125929,J125929
31001658,J225111,J225111,J225111,J225111,J225111,J225111
31001659,J135346,J135346,J135346,J135346,J135346,J135346
31001660,J144120,J144120,J144120,J144120,J144120,J144120
31001661,J215743,J215743,J215743,J215743,J215743,J215743
31001662,J111007,J111007,J111007,J111007,J111007,J111007
31001663,J231710,J231710,J231710,J231710,J231710,J231710
31001664,J141001,J141001,J141001,J141001,J141001,J141001
31001665,J163444,J163444,J163444,J163444,J163444,J163444
31001666,J103141,J103141,J103141,J103141,J103141,J103141
31001667,J112215,J112215,J112215,J112215,J112215,J112215
31001668,J215758,J215758,J215758,J215758,J215758,J215758
31001669,J101145,J101145,J101145,J101145,J101145,J101145
31001670,J212838,J212838,J212838,J212838,J212838,J212838
31001671,J111458,J111458,J111458,J111458,J111458,J111458
31001672,J115554,J115554,J115554,J115554,J115554,J115554
31001673,J170445,J170445,J170445,J170445,J170445,J170445
31001674,J162831,J162831,J162831,J162831,J162831,J162831
31001675,J124236,J124236,J124236,J124236,J124236,J124236
31001676,J101535,J101535,J101535,J101535,J101535,J101535
31001677,J113551,J113551,J113551,J113551,J113551,J113551
31001678,J162656,J162656,J162656,J162656,J162656,J162656
31001679,J114530,J114530,J114530,J114530,J114530,J114530
31001680,J155214,J155214,J155214,J155214,J155214,J155214
31001681,J102336,J102336,J102336,J102336,J102336,J102336
31001682,J123352,J123352,J123352,J123352,J123352,J123352
31001683,J100937,J100937,J100937,J100937,J100937,J100937
31001684,J100107,J100107,J100107,J100107,J100107,J100107
31001685,J204230,J204230,J204230,J204230,J204230,J204230
31001686,J233909,J233909,J233909,J233909,J233909,J233909
31001687,J134354,J134354,J134354,J134354,J134354,J134354
31001688,J160046,J160046,J160046,J160046,J160046,J160046
31001689,J162816,J162816,J162816,J162816,J162816,J162816
31001690,J170305,J170305,J170305,J170305,J170305,J170305
31001691,J102045,J102045,J102045,J102045,J102045,J102045
31001692,J100830,J100830,J100830,J100830,J100830,J100830
31001693,J115658,J115658,J115658,J115658,J115658,J115658
31001694,J123947,J123947,J123947,J123947,J123947,J123947
31001695,J224754,J224754,J224754,J224754,J224754,J224754
31001696,J140246,J140246,J140246,J140246,J140246,J140246
31001697,J214440,J214440,J214440,J214440,J214440,J214440
31001698,J144135,J144135,J144135,J144135,J144135,J144135
31001699,J151021,J151021,J151021,J151021,J151021,J151021
31001700,J114133,J114133,J114133,J114133,J114133,J114133
31001701,J130810,J130810,J130810,J130810,J130810,J130810
31001702,J141425,J141425,J141425,J141425,J141425,J141425
31001703,J121847,J121847,J121847,J121847,J121847,J121847
31001704,J150805,J150805,J150805,J150805,J150805,J150805
31001705,J140810,J140810,J140810,J140810,J140810,J140810
31001706,J141104,J141104,J141104,J141104,J141104,J141104
31001707,J114735,J114735,J114735,J114735,J114735,J114735
31001708,J205922,J205922,J205922,J205922,J205922,J205922
31001709,J215101,J215101,J215101,J215101,J215101,J215101
31001710,J144131,J144131,J144131,J144131,J144131,J144131
31001711,J213429,J213429,J213429,J213429,J213429,J213429
31001712,J121006,J121006,J121006,J121006,J121006,J121006
31001713,J111644,J111644,J111644,J111644,J111644,J111644
31001714,J164031,J164031,J164031,J164031,J164031,J164031
31001715,J155249,J155249,J155249,J155249,J155249,J155249
31001716,J103228,J103228,J103228,J103228,J103228,J103228
31001717,J164025,J164025,J164025,J164025,J164025,J164025
31001718,J163217,J163217,J163217,J163217,J163217,J163217
31001719,J103631,J103631,J103631,J103631,J103631,J103631
31001720,J145739,J145739,J145739,J145739,J145739,J145739
31001721,J114408,J114408,J114408,J114408,J114408,J114408
31001722,J131704,J131704,J131704,J131704,J131704,J131704
31001723,J112404,J112404,J112404,J112404,J112404,J112404
31001724,J104723,J104723,J104723,J104723,J104723,J104723
31001725,J123746,J123746,J123746,J123746,J123746,J123746
31001726,J225441,J225441,J225441,J225441,J225441,J225441
31001727,J111629,J111629,J111629,J111629,J111629,J111629
31001728,J140154,J140154,J140154,J140154,J140154,J140154
31001729,J144743,J144743,J144743,J144743,J144743,J144743
31001730,J210247,J210247,J210247,J210247,J210247,J210247
31001731,J133013,J133013,J133013,J133013,J133013,J133013
31001732,J160032,J160032,J160032,J160032,J160032,J160032
31001733,J111009,J111009,J111009,J111009,J111009,J111009
31001734,J142117,J142117,J142117,J142117,J142117,J142117
31001735,J110417,J110417,J110417,J110417,J110417,J110417
31001736,J204853,J204853,J204853,J204853,J204853,J204853
31001737,J132144,J132144,J132144,J132144,J132144,J132144
31001738,J160016,J160016,J160016,J160016,J160016,J160016
31001739,J142335,J142335,J142335,J142335,J142335,J142335
31001740,J105835,J105835,J105835,J105835,J105835,J105835
31001741,J102055,J102055,J102055,J102055,J102055,J102055
31001742,J140932,J140932,J140932,J140932,J140932,J140932
31001743,J134333,J134333,J134333,J134333,J134333,J134333
31001744,J160156,J160156,J160156,J160156,J160156,J160156
31001745,J150944,J150944,J150944,J150944,J150944,J150944
31001746,J113508,J113508,J113508,J113508,J113508,J113508
31001747,J151757,J151757,J151757,J151757,J151757,J151757
31001748,J142800,J142800,J142800,J142800,J142800,J142800
31001749,J170642,J170642,J170642,J170642,J170642,J170642
31001750,J130451,J130451,J130451,J130451,J130451,J130451
31001751,J113158,J113158,J113158,J113158,J113158,J113158
31001752,J225133,J225133,J225133,J225133,J225133,J225133
31001753,J100001,J100001,J100001,J100001,J100001,J100001
31001754,J155831,J155831,J155831,J155831,J155831,J155831
31001755,J145749,J145749,J145749,J145749,J145749,J145749
31001756,J164659,J164659,J164659,J164659,J164659,J164659
31001757,J135543,J135543,J135543,J135543,J135543,J135543
31001758,J132735,J132735,J132735,J132735,J132735,J132735
31001759,J141740,J141740,J141740,J141740,J141740,J141740
31001760,J101315,J101315,J101315,J101315,J101315,J101315
31001761,J123345,J123345,J123345,J123345,J123345,J123345
31001762,J105621,J105621,J105621,J105621,J105621,J105621
31001763,J113813,J113813,J113813,J113813,J113813,J113813
31001764,J135807,J135807,J135807,J135807,J135807,J135807
31001765,J122728,J122728,J122728,J122728,J122728,J122728
31001766,J110915,J110915,J110915,J110915,J110915,J110915
31001767,J171430,J171430,J171430,J171430,J171430,J171430
31001768,J154321,J154321,J154321,J154321,J154321,J154321
31001769,J104729,J104729,J104729,J104729,J104729,J104729
31001770,J111753,J111753,J111753,J111753,J111753,J111753
31001771,J140823,J140823,J140823,J140823,J140823,J140823
31001772,J161357,J161357,J161357,J161357,J161357,J161357
31001773,J162205,J162205,J162205,J162205,J162205,J162205
31001774,J113950,J113950,J113950,J113950,J113950,J113950
31001775,J124224,J124224,J124224,J124224,J124224,J124224
31001776,J155959,J155959,J155959,J155959,J155959,J155959
31001777,J103213,J103213,J103213,J103213,J103213,J103213
31001778,J105858,J105858,J105858,J105858,J105858,J105858
31001779,J172502,J172502,J172502,J172502,J172502,J172502
31001780,J170151,J170151,J170151,J170151,J170151,J170151
31001781,J165058,J165058,J165058,J165058,J165058,J165058
31001782,J173638,J173638,J173638,J173638,J173638,J173638
31001783,J130330,J130330,J130330,J130330,J130330,J130330
31001784,J132740,J132740,J132740,J132740,J132740,J132740
31001785,J133931,J133931,J133931,J133931,J133931,J133931
31001786,J143902,J143902,J143902,J143902,J143902,J143902
31001787,J165105,J165105,J165105,J165105,J165105,J165105
31001788,J141316,J141316,J141316,J141316,J141316,J141316
31001789,J113152,J113152,J113152,J113152,J113152,J113152
31001790,J113453,J113453,J113453,J113453,J113453,J113453
31001791,J144845,J144845,J144845,J144845,J144845,J144845
31001792,J140053,J140053,J140053,J140053,J140053,J140053
31001793,J151416,J151416,J151416,J151416,J151416,J151416
31001794,J100846,J100846,J100846,J100846,J100846,J100846
31001795,J165943,J165943,J165943,J165943,J165943,J165943
31001796,J103538,J103538,J103538,J103538,J103538,J103538
31001797,J154854,J154854,J154854,J154854,J154854,J154854
31001798,J212627,J212627,J212627,J212627,J212627,J212627
31001799,J150656,J150656,J150656,J150656,J150656,J150656
31001800,J224031,J224031,J224031,J224031,J224031,J224031
31001801,J215455,J215455,J215455,J215455,J215455,J215455
31001802,J122503,J122503,J122503,J122503,J122503,J122503
31001803,J103120,J103120,J103120,J103120,J103120,J103120
31001804,J164528,J164528,J164528,J164528,J164528,J164528
31001805,J125316,J125316,J125316,J125316,J125316,J125316
31001806,J113131,J113131,J113131,J113131,J113131,J113131
31001807,J144038,J144038,J144038,J144038,J144038,J144038
31001808,J172926,J172926,J172926,J172926,J172926,J172926
31001809,J154610,J154610,J154610,J154610,J154610,J154610
31001810,J103412,J103412,J103412,J103412,J103412,J103412
31001811,J150318,J150318,J150318,J150318,J150318,J150318
31001812,J211504,J211504,J211504,J211504,J211504,J211504
31001813,J111617,J111617,J111617,J111617,J111617,J111617
31001814,J100346,J100346,J100346,J100346,J100346,J100346
31001815,J143557,J143557,J143557,J143557,J143557,J143557
31001816,J130001,J130001,J130001,J130001,J130001,J130001
31001817,J101142,J101142,J101142,J101142,J101142,J101142
31001818,J155002,J155002,J155002,J155002,J155002,J155002
31001819,J154232,J154232,J154232,J154232,J154232,J154232
31001820,J142506,J142506,J142506,J142506,J142506,J142506
31001821,J155506,J155506,J155506,J155506,J155506,J155506
31001822,J163754,J163754,J163754,J163754,J163754,J163754
31001823,J100357,J100357,J100357,J100357,J100357,J100357
31001824,J115031,J115031,J115031,J115031,J115031,J115031
31001825,J122706,J122706,J122706,J122706,J122706,J122706
31001826,J114318,J114318,J114318,J114318,J114318,J114318
31001827,J150625,J150625,J150625,J150625,J150625,J150625
31001828,J113437,J113437,J113437,J113437,J113437,J113437
31001829,J213924,J213924,J213924,J213924,J213924,J213924
31001830,J152711,J152711,J152711,J152711,J152711,J152711
31001831,J160929,J160929,J160929,J160929,J160929,J160929
31001832,J153110,J153110,J153110,J153110,J153110,J153110
31001833,J132532,J132532,J132532,J132532,J132532,J132532
31001834,J114031,J114031,J114031,J114031,J114031,J114031
31001835,J120316,J120316,J120316,J120316,J120316,J120316
31001836,J151610,J151610,J151610,J151610,J151610,J151610
31001837,J145937,J145937,J145937,J145937,J145937,J145937
31001838,J122056,J122056,J122056,J122056,J122056,J122056
31001839,J170127,J170127,J170127,J170127,J170127,J170127
31001840,J145424,J145424,J145424,J145424,J145424,J145424
31001841,J101835,J101835,J101835,J101835,J101835,J101835
31001842,J103907,J103907,J103907,J103907,J103907,J103907
31001843,J130237,J130237,J130237,J130237,J130237,J130237
31001844,J104948,J104948,J104948,J104948,J104948,J104948
31001845,J120844,J120844,J120844,J120844,J120844,J120844
31001846,J154824,J154824,J154824,J154824,J154824,J154824
31001847,J134216,J134216,J134216,J134216,J134216,J134216
31001848,J120131,J120131,J120131,J120131,J120131,J120131
31001849,J120134,J120134,J120134,J120134,J120134,J120134
31001850,J224558,J224558,J224558,J224558,J224558,J224558
31001851,J161029,J161029,J161029,J161029,J161029,J161029
31001852,J225530,J225530,J225530,J225530,J225530,J225530
31001853,J154407,J154407,J154407,J154407,J154407,J154407
31001854,J140720,J140720,J140720,J140720,J140720,J140720
31001855,J222125,J222125,J222125,J222125,J222125,J222125
31001856,J152502,J152502,J152502,J152502,J152502,J152502
31001857,J220215,J220215,J220215,J220215,J220215,J220215
31001858,J141647,J141647,J141647,J141647,J141647,J141647
31001859,J101957,J101957,J101957,J101957,J101957,J101957
31001860,J223808,J223808,J223808,J223808,J223808,J223808
31001861,J105433,J105433,J105433,J105433,J105433,J105433
31001862,J153722,J153722,J153722,J153722,J153722,J153722
31001863,J105348,J105348,J105348,J105348,J105348,J105348
31001864,J113133,J113133,J113133,J113133,J113133,J113133
31001865,J105319,J105319,J105319,J105319,J105319,J105319
31001866,J162828,J162828,J162828,J162828,J162828,J162828
31001867,J233449,J233449,J233449,J233449,J233449,J233449
31001868,J150026,J150026,J150026,J150026,J150026,J150026
31001869,J125629,J125629,J125629,J125629,J125629,J125629
31001870,J123246,J123246,J123246,J123246,J123246,J123246
31001871,J215615,J215615,J215615,J215615,J215615,J215615
31001872,J152404,J152404,J152404,J152404,J152404,J152404
31001873,J132152,J132152,J132152,J132152,J132152,J132152
31001874,J145335,J145335,J145335,J145335,J145335,J145335
31001875,J162255,J162255,J162255,J162255,J162255,J162255
31001876,J112722,J112722,J112722,J112722,J112722,J112722
31001877,J134459,J134459,J134459,J134459,J134459,J134459
31001878,J131624,J131624,J131624,J131624,J131624,J131624
31001879,J165611,J165611,J165611,J165611,J165611,J165611
31001880,J152820,J152820,J152820,J152820,J152820,J152820
31001881,J135100,J135100,J135100,J135100,J135100,J135100
31001882,J122515,J122515,J122515,J122515,J122515,J122515
31001883,J172943,J172943,J172943,J172943,J172943,J172943
31001884,J205738,J205738,J205738,J205738,J205738,J205738
31001885,J134242,J134242,J134242,J134242,J134242,J134242
31001886,J103251,J103251,J103251,J103251,J103251,J103251
31001887,J111220,J111220,J111220,J111220,J111220,J111220
31001888,J170540,J170540,J170540,J170540,J170540,J170540
31001889,J102446,J102446,J102446,J102446,J102446,J102446
31001890,J141137,J141137,J141137,J141137,J141137,J141137
31001891,J164147,J164147,J164147,J164147,J164147,J164147
31001892,J100702,J100702,J100702,J100702,J100702,J100702
31001893,J133119,J133119,J133119,J133119,J133119,J133119
31001894,J124730,J124730,J124730,J124730,J124730,J124730
31001895,J132823,J132823,J132823,J132823,J132823,J132823
31001896,J100724,J100724,J100724,J100724,J100724,J100724
31001897,J162638,J162638,J162638,J162638,J162638,J162638
31001898,J230257,J230257,J230257,J230257,J230257,J230257
31001899,J223018,J223018,J223018,J223018,J223018,J223018
31001900,J135449,J135449,J135449,J135449,J135449,J135449
31001901,J133537,J133537,J133537,J133537,J133537,J133537
31001902,J155714,J155714,J155714,J155714,J155714,J155714
31001903,J112325,J112325,J112325,J112325,J112325,J112325
31001904,J150606,J150606,J150606,J150606,J150606,J150606
31001905,J110550,J110550,J110550,J110550,J110550,J110550
31001906,J205659,J205659,J205659,J205659,J205659,J205659
31001907,J100120,J100120,J100120,J100120,J100120,J100120
31001908,J151057,J151057,J151057,J151057,J151057,J151057
31001909,J213245,J213245,J213245,J213245,J213245,J213245
31001910,J121230,J121230,J121230,J121230,J121230,J121230
31001911,J145203,J145203,J145203,J145203,J145203,J145203
31001912,J111106,J111106,J111106,J111106,J111106,J111106
31001913,J222834,J222834,J222834,J222834,J222834,J222834
31001914,J232336,J232336,J232336,J232336,J232336,J232336
31001915,J161032,J161032,J161032,J161032,J161032,J161032
31001916,J154733,J154733,J154733,J154733,J154733,J154733
31001917,J153144,J153144,J153144,J153144,J153144,J153144
31001918,J122721,J122721,J122721,J122721,J122721,J122721
31001919,J133440,J133440,J133440,J133440,J133440,J133440
31001920,J103727,J103727,J103727,J103727,J103727,J103727
31001921,J152739,J152739,J152739,J152739,J152739,J152739
31001922,J140717,J140717,J140717,J140717,J140717,J140717
31001923,J205205,J205205,J205205,J205205,J205205,J205205
31001924,J130026,J130026,J130026,J130026,J130026,J130026
31001925,J151035,J151035,J151035,J151035,J151035,J151035
31001926,J112603,J112603,J112603,J112603,J112603,J112603
31001927,J151811,J151811,J151811,J151811,J151811,J151811
31001928,J105441,J105441,J105441,J105441,J105441,J105441
31001929,J124949,J124949,J124949,J124949,J124949,J124949
31001930,J130711,J130711,J130711,J130711,J130711,J130711
31001931,J131948,J131948,J131948,J131948,J131948,J131948
31001932,J132814,J132814,J132814,J132814,J132814,J132814
31001933,J213734,J213734,J213734,J213734,J213734,J213734
31001934,J140608,J140608,J140608,J140608,J140608,J140608
31001935,J212336,J212336,J212336,J212336,J212336,J212336
31001936,J104448,J104448,J104448,J104448,J104448,J104448
31001937,J164846,J164846,J164846,J164846,J164846,J164846
31001938,J161354,J161354,J161354,J161354,J161354,J161354
31001939,J103959,J103959,J103959,J103959,J103959,J103959
31001940,J114353,J114353,J114353,J114353,J114353,J114353
31001941,J171622,J171622,J171622,J171622,J171622,J171622
31001942,J143123,J143123,J143123,J143123,J143123,J143123
31001943,J125023,J125023,J125023,J125023,J125023,J125023
31001944,J122116,J122116,J122116,J122116,J122116,J122116
31001945,J151718,J151718,J151718,J151718,J151718,J151718
31001946,J153335,J153335,J153335,J153335,J153335,J153335
31001947,J170122,J170122,J170122,J170122,J170122,J170122
31001948,J150515,J150515,J150515,J150515,J150515,J150515
31001949,J104216,J104216,J104216,J104216,J104216,J104216
31001950,J111000,J111000,J111000,J111000,J111000,J111000
31001951,J155600,J155600,J155600,J155600,J155600,J155600
31001952,J132601,J132601,J132601,J132601,J132601,J132601
31001953,J132258,J132258,J132258,J132258,J132258,J132258
31001954,J221512,J221512,J221512,J221512,J221512,J221512
31001955,J125853,J125853,J125853,J125853,J125853,J125853
31001956,J141609,J141609,J141609,J141609,J141609,J141609
31001957,J134096,J134096,J134096,J134096,J134096,J134096
31001958,J121146,J121146,J121146,J121146,J121146,J121146
31001959,J121649,J121649,J121649,J121649,J121649,J121649
31001960,J135559,J135559,J135559,J135559,J135559,J135559
31001961,J130735,J130735,J130735,J130735,J130735,J130735
31001962,J144115,J144115,J144115,J144115,J144115,J144115
31001963,J112241,J112241,J112241,J112241,J112241,J112241
31001964,J141204,J141204,J141204,J141204,J141204,J141204
31001965,J131401,J131401,J131401,J131401,J131401,J131401
31001966,J170231,J170231,J170231,J170231,J170231,J170231
31001967,J164430,J164430,J164430,J164430,J164430,J164430
31001968,J143740,J143740,J143740,J143740,J143740,J143740
31001969,J115517,J115517,J115517,J115517,J115517,J115517
31001970,J230936,J230936,J230936,J230936,J230936,J230936
31001971,J133525,J133525,J133525,J133525,J133525,J133525
31001972,J215338,J215338,J215338,J215338,J215338,J215338
31001973,J112003,J112003,J112003,J112003,J112003,J112003
31001974,J214318,J214318,J214318,J214318,J214318,J214318
31001975,J110938,J110938,J110938,J110938,J110938,J110938
31001976,J103453,J103453,J103453,J103453,J103453,J103453
31001977,J101000,J101000,J101000,J101000,J101000,J101000
31001978,J110117,J110117,J110117,J110117,J110117,J110117
31001979,J100328,J100328,J100328,J100328,J100328,J100328
31001980,J155845,J155845,J155845,J155845,J155845,J155845
31001981,J152703,J152703,J152703,J152703,J152703,J152703
31001982,J110628,J110628,J110628,J110628,J110628,J110628
31001983,J142438,J142438,J142438,J142438,J142438,J142438
31001984,J153054,J153054,J153054,J153054,J153054,J153054
31001985,J114019,J114019,J114019,J114019,J114019,J114019
31001986,J233255,J233255,J233255,J233255,J233255,J233255
31001987,J135046,J135046,J135046,J135046,J135046,J135046
31001988,J145322,J145322,J145322,J145322,J145322,J145322
31001989,J112844,J112844,J112844,J112844,J112844,J112844
31001990,J120816,J120816,J120816,J120816,J120816,J120816
31001991,J165340,J165340,J165340,J165340,J165340,J165340
31001992,J124409,J124409,J124409,J124409,J124409,J124409
31001993,J124733,J124733,J124733,J124733,J124733,J124733
31001994,J173645,J173645,J173645,J173645,J173645,J173645
31001995,J165743,J165743,J165743,J165743,J165743,J165743
31001996,J171013,J171013,J171013,J171013,J171013,J171013
31001997,J155905,J155905,J155905,J155905,J155905,J155905
31001998,J213055,J213055,J213055,J213055,J213055,J213055
31001999,J212224,J212224,J212224,J212224,J212224,J212224
31002000,J234252,J234252,J234252,J234252,J234252,J234252
31002001,J150036,J150036,J150036,J150036,J150036,J150036
31002002,J172431,J172431,J172431,J172431,J172431,J172431
31002003,J114154,J114154,J114154,J114154,J114154,J114154
31002004,J115127,J115127,J115127,J115127,J115127,J115127
31002005,J233658,J233658,J233658,J233658,J233658,J233658
31002006,J114403,J114403,J114403,J114403,J114403,J114403
31002007,J165946,J165946,J165946,J165946,J165946,J165946
31002008,J124046,J124046,J124046,J124046,J124046,J124046
31002009,J102736,J102736,J102736,J102736,J102736,J102736
31002010,J133252,J133252,J133252,J133252,J133252,J133252
31002011,J140600,J140600,J140600,J140600,J140600,J140600
31002012,J163701,J163701,J163701,J163701,J163701,J163701
31002013,J115041,J115041,J115041,J115041,J115041,J115041
31002014,J154726,J154726,J154726,J154726,J154726,J154726
31002015,J123602,J123602,J123602,J123602,J123602,J123602
31002016,J100549,J100549,J100549,J100549,J100549,J100549
31002017,J124100,J124100,J124100,J124100,J124100,J124100
31002018,J113701,J113701,J113701,J113701,J113701,J113701
31002019,J164327,J164327,J164327,J164327,J164327,J164327
31002020,J110018,J110018,J110018,J110018,J110018,J110018
31002021,J164511,J164511,J164511,J164511,J164511,J164511
31002022,J130037,J130037,J130037,J130037,J130037,J130037
31002023,J101028,J101028,J101028,J101028,J101028,J101028
31002024,J100858,J100858,J100858,J100858,J100858,J100858
31002025,J151813,J151813,J151813,J151813,J151813,J151813
31002026,J113758,J113758,J113758,J113758,J113758,J113758
31002027,J153802,J153802,J153802,J153802,J153802,J153802
31002028,J130401,J130401,J130401,J130401,J130401,J130401
31002029,J130241,J130241,J130241,J130241,J130241,J130241
31002030,J232934,J232934,J232934,J232934,J232934,J232934
31002031,J213642,J213642,J213642,J213642,J213642,J213642
31002032,J144107,J144107,J144107,J144107,J144107,J144107
31002033,J140336,J140336,J140336,J140336,J140336,J140336
31002034,J214712,J214712,J214712,J214712,J214712,J214712
31002035,J170809,J170809,J170809,J170809,J170809,J170809
31002036,J220924,J220924,J220924,J220924,J220924,J220924
31002037,J142624,J142624,J142624,J142624,J142624,J142624
31002038,J150306,J150306,J150306,J150306,J150306,J150306
31002039,J100425,J100425,J100425,J100425,J100425,J100425
31002040,J161745,J161745,J161745,J161745,J161745,J161745
31002041,J131718,J131718,J131718,J131718,J131718,J131718
31002042,J151319,J151319,J151319,J151319,J151319,J151319
31002043,J113059,J113059,J113059,J113059,J113059,J113059
31002044,J142234,J142234,J142234,J142234,J142234,J142234
31002045,J113636,J113636,J113636,J113636,J113636,J113636
31002046,J142858,J142858,J142858,J142858,J142858,J142858
31002047,J135540,J135540,J135540,J135540,J135540,J135540
31002048,J155739,J155739,J155739,J155739,J155739,J155739
31002049,J132427,J132427,J132427,J132427,J132427,J132427
31002050,J114337,J114337,J114337,J114337,J114337,J114337
31002051,J121842,J121842,J121842,J121842,J121842,J121842
31002052,J100415,J100415,J100415,J100415,J100415,J100415
31002053,J143057,J143057,J143057,J143057,J143057,J143057
31002054,J165953,J165953,J165953,J165953,J165953,J165953
31002055,J102753,J102753,J102753,J102753,J102753,J102753
31002056,J221325,J221325,J221325,J221325,J221325,J221325
31002057,J114443,J114443,J114443,J114443,J114443,J114443
31002058,J125990,J125990,J125990,J125990,J125990,J125990
31002059,J114518,J114518,J114518,J114518,J114518,J114518
31002060,J102623,J102623,J102623,J102623,J102623,J102623
31002061,J164900,J164900,J164900,J164900,J164900,J164900
31002062,J122049,J122049,J122049,J122049,J122049,J122049
31002063,J154846,J154846,J154846,J154846,J154846,J154846
31002064,J115522,J115522,J115522,J115522,J115522,J115522
31002065,J145844,J145844,J145844,J145844,J145844,J145844
31002066,J121704,J121704,J121704,J121704,J121704,J121704
31002067,J121959,J121959,J121959,J121959,J121959,J121959
31002068,J105849,J105849,J105849,J105849,J105849,J105849
31002069,J122610,J122610,J122610,J122610,J122610,J122610
